page_id	text	label	Pattern Category	clean_text	char_count	word_count
894	IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.	1	Obstruction	IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.	576	97
272	AboutOur StoryOur MissionOur ProductsIn the News	0	Not Dark Pattern	AboutOur StoryOur MissionOur ProductsIn the News	48	6
76	5 Viewing This Product	1	Social Proof	5 Viewing This Product	22	4
131	23 People viewing this product	1	Social Proof	23 People viewing this product	30	5
533	Activate within 0:30:00	1	Urgency	Activate within 0:30:00	23	3
1469	Concrete Tools	0	Not Dark Pattern	Concrete Tools	14	2
1451	Transmission and Driveline	0	Not Dark Pattern	Transmission and Driveline	26	3
57	James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes	1	Social Proof	James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes	91	15
234	Fast Mover: 35 PEOPLE added this to cart today!	1	Social Proof	Fast Mover: 35 PEOPLE added this to cart today!	47	9
1317	Metal - Brass , hollow from inside 	0	Not Dark Pattern	Metal - Brass , hollow from inside	34	7
412	No thank you, I prefer to pay full price	1	Misdirection	No thank you, I prefer to pay full price	40	9
1026	 to read up about	0	Not Dark Pattern	to read up about	16	4
664	• State-by-State Restrictions	0	Not Dark Pattern	• State-by-State Restrictions	29	3
147	DON'T LET 'EM GET AWAY Several people have recently viewed this item.	1	Social Proof	DON'T LET 'EM GET AWAY Several people have recently viewed this item.	69	12
436	No thanks. I prefer paying full price.	1	Misdirection	No thanks. I prefer paying full price.	38	7
10	Crystal Li in Flushing, United States purchased a	1	Social Proof	Crystal Li in Flushing, United States purchased a	49	8
1416	Only 5 Left in Stock. Buy Soon!	1	Scarcity	Only 5 Left in Stock. Buy Soon!	31	7
1044	 PG Picks: Skin Care for Incontinence 	0	Not Dark Pattern	PG Picks: Skin Care for Incontinence	36	6
245	Carl F. from Fort Ann, NY bought a King	1	Social Proof	Carl F. from Fort Ann, NY bought a King	39	9
302	137 users are currently active on our website	1	Social Proof	137 users are currently active on our website	45	8
822	Reloading Tools	0	Not Dark Pattern	Reloading Tools	15	2
139	Edwin in Woodland Park, NJ just bought	1	Social Proof	Edwin in Woodland Park, NJ just bought	38	7
638	Returns / Warranty	0	Not Dark Pattern	Returns / Warranty	18	3
1136	83% offers claimed. Hurry up!	1	Scarcity	83% offers claimed. Hurry up!	29	5
1289	Loading	0	Not Dark Pattern	Loading	7	1
1488	Institute for Legislative Action	0	Not Dark Pattern	Institute for Legislative Action	32	4
1588	Clearance! Only 4 left in stock.	1	Scarcity	Clearance! Only 4 left in stock.	32	6
1333	from Korea, South	0	Not Dark Pattern	from Korea, South	17	3
180	Jeremy in Stockton, United States purchased a	1	Social Proof	Jeremy in Stockton, United States purchased a	45	7
1550	Only 4 Left!	1	Scarcity	Only 4 Left!	12	3
1317	 Alchemy Books 	0	Not Dark Pattern	Alchemy Books	13	2
627	When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer. 	0	Not Dark Pattern	When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer.	657	116
1336	Only 1 products left	1	Scarcity	Only 1 products left	20	4
1248	1 left in stock	1	Scarcity	1 left in stock	15	4
89	🔥 9 people are viewing this.	1	Social Proof	🔥 9 people are viewing this.	28	6
266	715 people have added this item to cart	1	Social Proof	715 people have added this item to cart	39	8
1736	 Black / White Refine by Color: Black / White 	0	Not Dark Pattern	Black / White Refine by Color: Black / White	44	9
1673	Call It Spring	0	Not Dark Pattern	Call It Spring	14	3
1469	Bathroom Basins	0	Not Dark Pattern	Bathroom Basins	15	2
103	Infrared Night Vision	0	Not Dark Pattern	Infrared Night Vision	21	3
680	Download mobile app	0	Not Dark Pattern	Download mobile app	19	3
353	 Write a reviewAsk a question	0	Not Dark Pattern	Write a reviewAsk a question	28	5
497	00DAYS02HRS14MINS1211SEC	1	Urgency	00DAYS02HRS14MINS1211SEC	24	1
133	RegionBracket Right	0	Not Dark Pattern	RegionBracket Right	19	2
638	Boxster Remotes	0	Not Dark Pattern	Boxster Remotes	15	2
122	24 people have purchased this wine today	1	Social Proof	24 people have purchased this wine today	40	7
1667	Rare Book Conditions 	0	Not Dark Pattern	Rare Book Conditions	20	3
1610	Hurry! Less than 10 left!	1	Scarcity	Hurry! Less than 10 left!	25	5
397	I DON'T LIKE FREE GIFTS, NO THANKS	1	Misdirection	I DON'T LIKE FREE GIFTS, NO THANKS	34	7
754	We don't give out your details to third parties.	0	Not Dark Pattern	We don't give out your details to third parties.	48	9
1499	Short Sleeve T-Shirts 	0	Not Dark Pattern	Short Sleeve T-Shirts	21	3
1696	ONLY 13 LEFT	1	Scarcity	ONLY 13 LEFT	12	3
153	Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago	1	Social Proof	Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago	96	15
61	 Tires	0	Not Dark Pattern	Tires	5	1
96	Someone in Egypt bought	1	Social Proof	Someone in Egypt bought	23	4
188	mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago	1	Social Proof	mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago	75	13
1550	Bearded Dragon Substrates	0	Not Dark Pattern	Bearded Dragon Substrates	25	3
1536	Toddler Girl Jumpsuits and Rompers	0	Not Dark Pattern	Toddler Girl Jumpsuits and Rompers	34	5
1009	Enable cookies to use the shopping cart	0	Not Dark Pattern	Enable cookies to use the shopping cart	39	7
1026	Women's Go-Tos	0	Not Dark Pattern	Women's Go-Tos	14	2
1604	This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.	0	Not Dark Pattern	This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.	348	55
753	HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS	1	Urgency	HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS	62	15
418	No, I'd rather pay full price.	1	Misdirection	No, I'd rather pay full price.	30	6
212	Shopping with JD	0	Not Dark Pattern	Shopping with JD	16	3
1373	 All Brands A-Z 	0	Not Dark Pattern	All Brands A-Z	14	3
247	 Light Blue Regular Fit Single Cuff Easy Care Shirt 	0	Not Dark Pattern	Light Blue Regular Fit Single Cuff Easy Care Shirt	50	9
527	Crop Tops	0	Not Dark Pattern	Crop Tops	9	2
1051	Photography Projector	0	Not Dark Pattern	Photography Projector	21	2
527	 Salt Bender Tank and Shorts Combo 	0	Not Dark Pattern	Salt Bender Tank and Shorts Combo	33	6
1241	Diamond Nose Studs 	0	Not Dark Pattern	Diamond Nose Studs	18	3
1149	 Military Discount 	0	Not Dark Pattern	Military Discount	17	2
1736	Customize your phone with hundreds of grips, cases, wallets, and more.	0	Not Dark Pattern	Customize your phone with hundreds of grips, cases, wallets, and more.	70	11
5	5338 people viewed this in the last hour	1	Social Proof	5338 people viewed this in the last hour	40	8
1653	Only 1 item left in stock	1	Scarcity	Only 1 item left in stock	25	6
1197	 Add to Wish List Add to Compare 	0	Not Dark Pattern	Add to Wish List Add to Compare	31	7
453	No Thanks, I don't want a discount	1	Misdirection	No Thanks, I don't want a discount	34	7
1672	Availability: In Stock Hurry! Only 8 Left!	1	Scarcity	Availability: In Stock Hurry! Only 8 Left!	42	7
984	 Italy € EUR 	0	Not Dark Pattern	Italy € EUR	11	3
1488	Politics And Legislation	0	Not Dark Pattern	Politics And Legislation	24	3
1323	Fewer than 5 left!	1	Scarcity	Fewer than 5 left!	18	4
1009	 Gift Cards Collection 	0	Not Dark Pattern	Gift Cards Collection	21	3
465	No Thanks, I prefer paying full price.	1	Misdirection	No Thanks, I prefer paying full price.	38	7
300	We guarantee to match a lower online price.	0	Not Dark Pattern	We guarantee to match a lower online price.	43	8
1037	Hurry, before it is gone! Limited time remaining!	1	Urgency	Hurry, before it is gone! Limited time remaining!	49	8
6	Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago	1	Social Proof	Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago	96	15
1604	Select your size below and we'll email you if it comes back in stock!	0	Not Dark Pattern	Select your size below and we'll email you if it comes back in stock!	69	14
1466	Only 867 left	1	Scarcity	Only 867 left	13	3
920	About Cheryl's Business Gifts	0	Not Dark Pattern	About Cheryl's Business Gifts	29	4
1067	Only 2 units left in stock	1	Scarcity	Only 2 units left in stock	26	6
714	You can either livechat or email our support team with any questions or concerns. We are always ready to help. 	0	Not Dark Pattern	You can either livechat or email our support team with any questions or concerns. We are always ready to help.	110	20
1159	Only one item left in stock!	1	Scarcity	Only one item left in stock!	28	6
1009	Synthesis E-MTB Alloy Rear Wheel	0	Not Dark Pattern	Synthesis E-MTB Alloy Rear Wheel	32	5
991	LIMITED TIME DEAL!	1	Urgency	LIMITED TIME DEAL!	18	3
1554	Only 3 available	1	Scarcity	Only 3 available	16	3
1202	Only 1 left in online stock	1	Scarcity	Only 1 left in online stock	27	6
361	Great for shine	0	Not Dark Pattern	Great for shine	15	3
861	 Learn More 	0	Not Dark Pattern	Learn More	10	2
907	 Paper, Pads & Blocks Toggle category Paper, Pads & Blocks 	0	Not Dark Pattern	Paper, Pads & Blocks Toggle category Paper, Pads & Blocks	57	10
1356	Hurry! Almost Sold Out...	1	Scarcity	Hurry! Almost Sold Out...	25	4
189	. 	0	Not Dark Pattern	.	1	1
1484	Only 2 copies left	1	Scarcity	Only 2 copies left	18	4
1446	Christmas Craft Ideas	0	Not Dark Pattern	Christmas Craft Ideas	21	3
1228	Limited Quantity Available	1	Scarcity	Limited Quantity Available	26	3
350	No Thanks, I Don't Like Exclusive Offers.	1	Misdirection	No Thanks, I Don't Like Exclusive Offers.	41	7
286	Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago	1	Social Proof	Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago	116	18
1437	2 items left	1	Scarcity	2 items left	12	3
1522	PomeloFashion born in AsiaOn trend. Online. On the go.	0	Not Dark Pattern	PomeloFashion born in AsiaOn trend. Online. On the go.	54	9
1591	Available, only 2 left	1	Scarcity	Available, only 2 left	22	4
51	Someone in San diego, United States just bought Gemfield Watch 15 days ago	1	Social Proof	Someone in San diego, United States just bought Gemfield Watch 15 days ago	74	13
1367	Cowgirls	0	Not Dark Pattern	Cowgirls	8	1
729	 Rs INR 	0	Not Dark Pattern	Rs INR	6	2
113	- +	0	Not Dark Pattern	- +	3	2
1779	If I emailed you how much I love each jersey you’d have an essay coming your way!	0	Not Dark Pattern	If I emailed you how much I love each jersey you’d have an essay coming your way!	81	17
264	 Shirts & Blouses 	0	Not Dark Pattern	Shirts & Blouses	16	3
719	JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals	0	Not Dark Pattern	JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals	69	10
212	 New in 	0	Not Dark Pattern	New in	6	2
884	There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).	1	Obstruction	There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).	194	30
1468	About Bob's	0	Not Dark Pattern	About Bob's	11	2
236	22 people have looked at this part recently	1	Social Proof	22 people have looked at this part recently	43	8
1043	Limited Time!	1	Urgency	Limited Time!	13	2
19	4 sold in last 5 hours	1	Social Proof	4 sold in last 5 hours	22	6
1	Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO	1	Social Proof	Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO	90	15
571	Your order is reserved for 08:53 minutes!	1	Urgency	Your order is reserved for 08:53 minutes!	41	7
1317	 Rudraksha Recommendations 	0	Not Dark Pattern	Rudraksha Recommendations	25	2
818	OFFER ENDS: 09h: 09m: 55s: 0 	1	Urgency	OFFER ENDS: 09h: 09m: 55s: 0	28	6
1789	 Added to Favorites 	0	Not Dark Pattern	Added to Favorites	18	3
24	Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago	1	Social Proof	Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago	120	21
1536	Brown Dresses	0	Not Dark Pattern	Brown Dresses	13	2
72	Someone in city just added Radiance - Nebulizing Diffuser® to their cart	1	Social Proof	Someone in city just added Radiance - Nebulizing Diffuser® to their cart	72	12
113	They look really good with my brown eyes, and they look pretty natural.	0	Not Dark Pattern	They look really good with my brown eyes, and they look pretty natural.	71	13
1158	 Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy 	0	Not Dark Pattern	Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy	80	5
1362	Hurry! Only 1 Pair left!	1	Scarcity	Hurry! Only 1 Pair left!	24	5
1536	Plus Size Graphic Tops	0	Not Dark Pattern	Plus Size Graphic Tops	22	4
1648	Protection Filters	0	Not Dark Pattern	Protection Filters	18	2
769	Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS	1	Urgency	Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS	72	15
1609	Interactive Tent Finder	0	Not Dark Pattern	Interactive Tent Finder	23	3
504	Cart will expire in 04:53 minutes!	1	Urgency	Cart will expire in 04:53 minutes!	34	6
